particle_count,timesteps,threads,sample,time
1000,50,8,3,0.055
1000,50,8,4,0.055
1000,50,8,5,0.055
1000,50,8,6,0.057
1000,50,8,7,0.055
1000,50,8,8,0.054
1000,50,8,9,0.054
1000,50,8,10,0.055
1000,50,8,11,0.055
1000,50,8,12,0.056
1000,50,8,13,0.055
1000,50,8,14,0.053
1000,50,8,15,0.055
1000,50,8,16,0.053
1000,50,8,17,0.055
1000,50,8,18,0.055
1000,50,8,19,0.054
1000,50,8,20,0.056
1000,50,8,21,0.055
1000,50,8,22,0.056
1000,50,8,23,0.056
1000,50,8,24,0.054
1000,50,8,25,0.054
1000,50,8,26,0.054
1000,50,8,27,0.057
1000,50,8,28,0.055
1000,50,8,29,0.054
1000,50,8,30,0.055
1000,50,12,1,0.043
1000,50,12,2,0.043
1000,50,12,3,0.054
1000,50,12,4,0.044
1000,50,12,5,0.043
1000,50,12,6,0.044
1000,50,12,7,0.044
1000,50,12,8,0.043
1000,50,12,9,0.043
1000,50,12,10,0.044
1000,50,12,11,0.047
1000,50,12,12,0.058
1000,50,12,13,0.044
1000,50,12,14,0.044
1000,50,12,15,0.043
1000,50,12,16,0.043
1000,50,12,17,0.044
1000,50,12,18,0.044
1000,50,12,19,0.044
1000,50,12,20,0.045
1000,50,12,21,0.053
1000,50,12,22,0.056
1000,50,12,23,0.044
1000,50,12,24,0.045
1000,50,12,25,0.044
1000,50,12,26,0.043
1000,50,12,27,0.044
1000,50,12,28,0.044
1000,50,12,29,0.046
1000,50,12,30,0.044
5000,10,1,1,1.186
5000,10,1,2,1.182
5000,10,1,3,1.179
5000,10,1,4,1.187
5000,10,1,5,1.193
5000,10,1,6,1.188
5000,10,1,7,1.192
5000,10,1,8,1.178
5000,10,1,9,1.182
5000,10,1,10,1.183
5000,10,1,11,1.180
5000,10,1,12,1.191
5000,10,1,13,1.178
5000,10,1,14,1.185
5000,10,1,15,1.188
5000,10,1,16,1.178
5000,10,1,17,1.180
5000,10,1,18,1.181
5000,10,1,19,1.180
5000,10,1,20,1.188
5000,10,1,21,1.183
5000,10,1,22,1.177
5000,10,1,23,1.183
5000,10,1,24,1.181
5000,10,1,25,1.185
5000,10,1,26,1.178
5000,10,1,27,1.189
5000,10,1,28,1.187
5000,10,1,29,1.190
5000,10,1,30,1.187
5000,10,2,1,0.637
5000,10,2,2,0.606
5000,10,2,3,0.605
5000,10,2,4,0.622
5000,10,2,5,0.620
5000,10,2,6,0.692
5000,10,2,7,0.661
5000,10,2,8,0.619
5000,10,2,9,0.607
5000,10,2,10,0.623
5000,10,2,11,0.619
5000,10,2,12,0.619
5000,10,2,13,0.612
5000,10,2,14,0.610
5000,10,2,15,0.619
5000,10,2,16,0.611
5000,10,2,17,0.623
5000,10,2,18,0.620
5000,10,2,19,0.636
5000,10,2,20,0.627
5000,10,2,21,0.630
5000,10,2,22,0.623
5000,10,2,23,0.638
5000,10,2,24,0.622
5000,10,2,25,0.645
5000,10,2,26,0.616
5000,10,2,27,0.661
5000,10,2,28,0.616
5000,10,2,29,0.602
5000,10,2,30,0.654
5000,10,4,1,0.382
5000,10,4,2,0.407
5000,10,4,3,0.371
5000,10,4,4,0.371
5000,10,4,5,0.361
5000,10,4,6,0.374
5000,10,4,7,0.381
5000,10,4,8,0.390
5000,10,4,9,0.378
5000,10,4,10,0.356
5000,10,4,11,0.393
5000,10,4,12,0.386
5000,10,4,13,0.343
5000,10,4,14,0.357
5000,10,4,15,0.372
5000,10,4,16,0.392
5000,10,4,17,0.415
5000,10,4,18,0.349
5000,10,4,19,0.358
5000,10,4,20,0.374
5000,10,4,21,0.372
5000,10,4,22,0.408
5000,10,4,23,0.383
5000,10,4,24,0.380
5000,10,4,25,0.376
5000,10,4,26,0.411
5000,10,4,27,0.366
5000,10,4,28,0.384
5000,10,4,29,0.399
5000,10,4,30,0.373
5000,10,8,1,0.259
5000,10,8,2,0.262
5000,10,8,3,0.263
5000,10,8,4,0.262
5000,10,8,5,0.254
5000,10,8,6,0.254
5000,10,8,7,0.256
5000,10,8,8,0.257
5000,10,8,9,0.267
5000,10,8,10,0.260
5000,10,8,11,0.266
5000,10,8,12,0.262
5000,10,8,13,0.270
5000,10,8,14,0.260
5000,10,8,15,0.257
5000,10,8,16,0.268
5000,10,8,17,0.260
5000,10,8,18,0.267
5000,10,8,19,0.257
5000,10,8,20,0.278
5000,10,8,21,0.261
5000,10,8,22,0.259
5000,10,8,23,0.257
5000,10,8,24,0.262
5000,10,8,25,0.261
5000,10,8,26,0.257
5000,10,8,27,0.259
5000,10,8,28,0.261
5000,10,8,29,0.255
5000,10,8,30,0.264
5000,10,12,1,0.208
5000,10,12,2,0.211
5000,10,12,3,0.209
5000,10,12,4,0.208
5000,10,12,5,0.208
5000,10,12,6,0.209
5000,10,12,7,0.215
5000,10,12,8,0.209
5000,10,12,9,0.208
5000,10,12,10,0.218
5000,10,12,11,0.208
5000,10,12,12,0.214
5000,10,12,13,0.210
5000,10,12,14,0.208
5000,10,12,15,0.209
5000,10,12,16,0.212
5000,10,12,17,0.213
5000,10,12,18,0.209
5000,10,12,19,0.211
5000,10,12,20,0.210
5000,10,12,21,0.212
5000,10,12,22,0.211
5000,10,12,23,0.209
5000,10,12,24,0.212
5000,10,12,25,0.210
5000,10,12,26,0.210
5000,10,12,27,0.214
5000,10,12,28,0.209
5000,10,12,29,0.209
5000,10,12,30,0.209
5000,50,1,1,5.919
5000,50,1,2,5.913
5000,50,1,3,5.902
5000,50,1,4,5.916
5000,50,1,5,5.928
5000,50,1,6,5.900
5000,50,1,7,5.905
5000,50,1,8,5.901
5000,50,1,9,5.889
5000,50,1,10,5.888
5000,50,1,11,5.911
5000,50,1,12,5.891
5000,50,1,13,5.890
5000,50,1,14,5.884
5000,50,1,15,5.895
5000,50,1,16,5.881
5000,50,1,17,5.885
5000,50,1,18,5.890
5000,50,1,19,5.893
5000,50,1,20,5.881
5000,50,1,21,5.912
5000,50,1,22,5.913
5000,50,1,23,5.905
5000,50,1,24,5.901
5000,50,1,25,5.884
5000,50,1,26,5.901
5000,50,1,27,5.947
5000,50,1,28,5.933
5000,50,1,29,5.887
5000,50,1,30,5.894
5000,50,2,1,3.062
5000,50,2,2,3.190
5000,50,2,3,3.253
5000,50,2,4,3.126
5000,50,2,5,3.243
5000,50,2,6,3.182
5000,50,2,7,3.168
5000,50,2,8,3.140
5000,50,2,9,3.182
5000,50,2,10,3.148
5000,50,2,11,2.989
5000,50,2,12,3.280
5000,50,2,13,3.257
5000,50,2,14,3.191
5000,50,2,15,3.120
5000,50,2,16,3.269
5000,50,2,17,3.156
5000,50,2,18,3.349
5000,50,2,19,3.200
5000,50,2,20,3.040
5000,50,2,21,3.126
5000,50,2,22,3.158
5000,50,2,23,3.107
5000,50,2,24,3.232
5000,50,2,25,3.170
5000,50,2,26,3.207
5000,50,2,27,3.108
5000,50,2,28,3.128
5000,50,2,29,3.165
5000,50,2,30,3.048
5000,50,4,1,1.863
5000,50,4,2,1.863
5000,50,4,3,1.825
5000,50,4,4,1.821
5000,50,4,5,1.917
5000,50,4,6,1.880
5000,50,4,7,1.849
5000,50,4,8,1.952
5000,50,4,9,1.890
5000,50,4,10,1.986
5000,50,4,11,1.931
5000,50,4,12,1.834
5000,50,4,13,1.923
5000,50,4,14,1.897
5000,50,4,15,1.956
5000,50,4,16,1.887
5000,50,4,17,1.728
5000,50,4,18,1.690
5000,50,4,19,1.883
5000,50,4,20,1.787
5000,50,4,21,1.855
5000,50,4,22,1.910
5000,50,4,23,1.815
5000,50,4,24,1.687
5000,50,4,25,1.821
5000,50,4,26,1.917
5000,50,4,27,1.885
5000,50,4,28,1.871
5000,50,4,29,1.851
5000,50,4,30,1.811
5000,50,8,1,1.270
5000,50,8,2,1.287
5000,50,8,3,1.286
5000,50,8,4,1.291
5000,50,8,5,1.283
5000,50,8,6,1.284
5000,50,8,7,1.267
5000,50,8,8,1.287
5000,50,8,9,1.290
5000,50,8,10,1.285
5000,50,8,11,1.271
5000,50,8,12,1.266
5000,50,8,13,1.276
5000,50,8,14,1.285
5000,50,8,15,1.300
5000,50,8,16,1.294
5000,50,8,17,1.273
5000,50,8,18,1.280
5000,50,8,19,1.280
5000,50,8,20,1.294
5000,50,8,21,1.299
5000,50,8,22,1.300
5000,50,8,23,1.285
5000,50,8,24,1.309
5000,50,8,25,1.285
5000,50,8,26,1.281
5000,50,8,27,1.269
5000,50,8,28,1.310
5000,50,8,29,1.290
5000,50,8,30,1.284
5000,50,12,1,1.036
5000,50,12,2,1.036
5000,50,12,3,1.037
5000,50,12,4,1.040
5000,50,12,5,1.080
5000,50,12,6,1.112
5000,50,12,7,1.039
5000,50,12,8,1.035
5000,50,12,9,1.035
5000,50,12,10,1.032
5000,50,12,11,1.035
5000,50,12,12,1.059
5000,50,12,13,1.036
5000,50,12,14,1.037
5000,50,12,15,1.057
5000,50,12,16,1.032
5000,50,12,17,1.036
5000,50,12,18,1.047
5000,50,12,19,1.035
5000,50,12,20,1.033
5000,50,12,21,1.036
5000,50,12,22,1.038
5000,50,12,23,1.034
5000,50,12,24,1.034
5000,50,12,25,1.033
5000,50,12,26,1.041
5000,50,12,27,1.035
5000,50,12,28,1.036
5000,50,12,29,1.034
5000,50,12,30,1.037
10000,10,1,1,4.731
10000,10,1,2,4.799
10000,10,1,3,4.730
10000,10,1,4,4.708
10000,10,1,5,4.722
10000,10,1,6,4.750
10000,10,1,7,4.726
10000,10,1,8,4.704
10000,10,1,9,4.733
10000,10,1,10,4.733
10000,10,1,11,4.739
10000,10,1,12,4.741
10000,10,1,13,4.709
10000,10,1,14,4.742
10000,10,1,15,4.705
10000,10,1,16,4.747
10000,10,1,17,4.719
10000,10,1,18,4.721
10000,10,1,19,4.701
10000,10,1,20,4.727
10000,10,1,21,4.722
10000,10,1,22,4.751
10000,10,1,23,4.700
10000,10,1,24,4.703
10000,10,1,25,4.732
10000,10,1,26,4.706
10000,10,1,27,4.723
10000,10,1,28,4.695
10000,10,1,29,4.687
10000,10,1,30,4.702
10000,10,2,1,2.621
10000,10,2,2,2.588
10000,10,2,3,2.650
10000,10,2,4,2.664
10000,10,2,5,2.631
10000,10,2,6,2.573
10000,10,2,7,2.581
10000,10,2,8,2.500
10000,10,2,9,2.552
10000,10,2,10,2.613
10000,10,2,11,2.583
10000,10,2,12,2.700
10000,10,2,13,2.641
10000,10,2,14,2.469
10000,10,2,15,2.509
10000,10,2,16,2.515
10000,10,2,17,2.595
10000,10,2,18,2.580
10000,10,2,19,2.572
10000,10,2,20,2.530
10000,10,2,21,2.516
10000,10,2,22,2.537
10000,10,2,23,2.595
10000,10,2,24,2.455
10000,10,2,25,2.383
10000,10,2,26,2.492
10000,10,2,27,2.653
10000,10,2,28,2.502
10000,10,2,29,2.608
10000,10,2,30,2.566
10000,10,4,1,1.514
10000,10,4,2,1.500
10000,10,4,3,1.523
10000,10,4,4,1.446
10000,10,4,5,1.580
10000,10,4,6,1.602
10000,10,4,7,1.525
10000,10,4,8,1.522
10000,10,4,9,1.491
10000,10,4,10,1.501
10000,10,4,11,1.643
10000,10,4,12,1.550
10000,10,4,13,1.550
10000,10,4,14,1.504
10000,10,4,15,1.638
10000,10,4,16,1.549
10000,10,4,17,1.431
10000,10,4,18,1.491
10000,10,4,19,1.521
10000,10,4,20,1.601
10000,10,4,21,1.488
10000,10,4,22,1.542
10000,10,4,23,1.549
10000,10,4,24,1.517
10000,10,4,25,1.505
10000,10,4,26,1.575
10000,10,4,27,1.534
10000,10,4,28,1.641
10000,10,4,29,1.562
10000,10,4,30,1.467
10000,10,8,1,1.000
10000,10,8,2,0.987
10000,10,8,3,1.006
10000,10,8,4,1.002
10000,10,8,5,1.028
10000,10,8,6,1.007
10000,10,8,7,1.001
10000,10,8,8,0.964
10000,10,8,9,1.008
10000,10,8,10,0.983
10000,10,8,11,0.984
10000,10,8,12,1.030
10000,10,8,13,1.000
10000,10,8,14,0.998
10000,10,8,15,0.995
10000,10,8,16,1.003
10000,10,8,17,1.009
10000,10,8,18,0.965
10000,10,8,19,0.983
10000,10,8,20,1.052
10000,10,8,21,1.023
10000,10,8,22,1.008
10000,10,8,23,1.000
10000,10,8,24,1.003
10000,10,8,25,1.003
10000,10,8,26,0.998
10000,10,8,27,0.991
10000,10,8,28,1.015
10000,10,8,29,0.994
10000,10,8,30,0.960
10000,10,12,1,0.828
10000,10,12,2,0.833
10000,10,12,3,0.829
10000,10,12,4,0.828
10000,10,12,5,0.829
10000,10,12,6,0.827
10000,10,12,7,0.832
10000,10,12,8,0.830
10000,10,12,9,0.829
10000,10,12,10,0.836
10000,10,12,11,0.828
10000,10,12,12,0.830
10000,10,12,13,0.829
10000,10,12,14,0.835
10000,10,12,15,0.833
10000,10,12,16,0.828
10000,10,12,17,0.829
10000,10,12,18,0.830
10000,10,12,19,0.829
10000,10,12,20,0.830
10000,10,12,21,0.831
10000,10,12,22,0.832
10000,10,12,23,0.829
10000,10,12,24,0.839
10000,10,12,25,0.831
10000,10,12,26,0.836
10000,10,12,27,0.832
10000,10,12,28,0.830
10000,10,12,29,0.830
10000,10,12,30,0.827
10000,50,1,1,23.603
10000,50,1,2,23.498
10000,50,1,3,23.478
10000,50,1,4,23.418
10000,50,1,5,23.483
10000,50,1,6,23.459
10000,50,1,7,23.434
10000,50,1,8,23.451
10000,50,1,9,23.493
10000,50,1,10,23.443
10000,50,1,11,23.438
10000,50,1,12,23.446
10000,50,1,13,23.496
10000,50,1,14,23.453
10000,50,1,15,23.454
10000,50,1,16,23.417
10000,50,1,17,23.425
10000,50,1,18,23.449
10000,50,1,19,23.439
10000,50,1,20,23.452
10000,50,1,21,23.461
10000,50,1,22,23.463
10000,50,1,23,23.405
10000,50,1,24,23.510
10000,50,1,25,23.467
10000,50,1,26,23.434
10000,50,1,27,23.461
10000,50,1,28,23.459
10000,50,1,29,23.475
10000,50,1,30,23.410
10000,50,2,1,12.740
10000,50,2,2,12.412
10000,50,2,3,12.823
10000,50,2,4,12.860
10000,50,2,5,12.988
10000,50,2,6,13.086
10000,50,2,7,12.669
10000,50,2,8,12.748
10000,50,2,9,12.631
10000,50,2,10,12.977
10000,50,2,11,12.938
10000,50,2,12,12.632
10000,50,2,13,12.785
10000,50,2,14,13.060
10000,50,2,15,12.810
10000,50,2,16,12.620
10000,50,2,17,13.016
